Date,Symbol,Timeframe,Direction,Signal Price,Optimum Price,TP Price,Stop Loss Price,TP % (Signal),TP % (Optimum),SL % (Signal),SL % (Optimum),Current Price,Status,MessageID,Signal Validity Time,Optimum Validity Time,Signal Timestamp,Breakout Possibility,AlertSent
2025-11-06 9:36:01,META.US,Daily,Long,633,527.1883,708.52739,487.65032,11.93%,34.40%,22.96%,7.50%,607.92,New,19a59989fd7d4026,2025-11-14 19:00:00,2025-12-02 19:00:00,2025-11-05 19:00:00,10%,SKIPPED
2025-11-06 10:04:46,CRM.US,1-hour,Long,241.46,230.53277,255.51348,225.69813,5.82%,10.84%,6.53%,2.10%,181.53,New,19a59b2f588ced03,2025-11-07 12:00:00,2025-11-09 10:00:00,2025-11-06 12:00:00,19%,SKIPPED
2025-11-06 10:04:46,OKTA.US,1-hour,Long,86.26702,78.80216,88.86043,77.07361,3.01%,12.76%,10.66%,2.19%,96.05,New,19a59b2f588ced03,2025-11-07 11:00:00,2025-11-09 9:00:00,2025-11-06 11:00:00,10%,SKIPPED
2025-11-06 10:18:36,CSCO.US,1-hour,Long,71.04907,67.36846,73.0487,66.34257,2.81%,8.43%,6.62%,1.52%,118.06,New,19a59bf9b6720196,2025-11-07 12:00:00,2025-11-09 10:00:00,2025-11-06 12:00:00,5%,SKIPPED
2025-11-06 10:31:11,CPRT.US,1-hour,Long,40.31122,39.24985,42.46304,38.60339,5.34%,8.19%,4.24%,1.65%,33.07,New,19a59cb26473290c,2025-11-07 12:00:00,2025-11-09 10:00:00,2025-11-06 12:00:00,70%,SKIPPED
2025-11-06 10:56:01,MSFT.US,1-hour,Long,496.98426,477.96602,513.1287,472.12409,3.25%,7.36%,5.00%,1.22%,415.18,New,19a59e1ddcf4991a,2025-11-07 12:00:00,2025-11-09 10:00:00,2025-11-06 12:00:00,33%,SKIPPED
2025-11-06 12:05:01,NAS100,1-hour,Long,25129.2,24520.91336,25585.26957,24348.49169,1.81%,4.34%,3.11%,0.70%,#N/A,New,19a5a21065886206,2025-11-06 21:00:00,2025-11-07 10:00:00,2025-11-06 14:00:00,20%,SKIPPED
2025-11-06 13:05:06,SNPS.US,4-hour,Long,395.04,329.19668,444.76348,307.03274,12.59%,35.11%,22.28%,6.73%,535.38,New,19a5a580902fc117,2025-11-09 19:00:00,2025-11-19 19:00:00,2025-11-06 15:00:00,10%,SKIPPED
2025-11-06 13:05:06,NOW.US,1-hour,Long,856.3,789.71175,885.03391,772.1512,3.36%,12.07%,9.83%,2.22%,101.73,New,19a5a580902fc117,2025-11-07 15:00:00,2025-11-09 13:00:00,2025-11-06 15:00:00,20%,SKIPPED
2025-11-06 13:11:21,FTNT.US,1-hour,Long,79.39218,72.18455,84.46739,69.68804,6.39%,17.02%,12.22%,3.46%,134.57,New,19a5a5dc1140b0ce,2025-11-07 15:00:00,2025-11-09 13:00:00,2025-11-06 15:00:00,10%,SKIPPED
2025-11-06 13:11:21,UBER.US,1-hour,Long,91.33769,84.3725,94.44652,81.70258,3.40%,11.94%,10.55%,3.16%,70.58,New,19a5a5dc1140b0ce,2025-11-07 15:00:00,2025-11-09 13:00:00,2025-11-06 15:00:00,5%,SKIPPED
2025-11-07 9:36:07,ANET.US,4-hour,Long,134.34,100.39443,152.9413,91.95474,13.85%,52.34%,31.55%,8.41%,159.34,New,19a5ebf12338a4f6,2025-11-11 7:00:00,2025-11-21 7:00:00,2025-11-07 11:00:00,10%,SKIPPED
2025-11-07 9:43:32,MSFT.US,4-hour,Long,496.4975,461.17263,521.62739,448.00079,5.06%,13.11%,9.77%,2.86%,415.18,New,19a5ec5d863d9672,2025-11-11 7:00:00,2025-11-21 7:00:00,2025-11-07 11:00:00,10%,SKIPPED
2025-11-07 10:31:22,MCHP.US,1-hour,Long,53.44837,51.30269,60.23087,49.45802,12.69%,17.40%,7.47%,3.60%,97.33,New,19a5ef1ac7f228e8,2025-11-08 12:00:00,2025-11-10 10:00:00,2025-11-07 12:00:00,75%,SKIPPED
2025-11-07 11:05:02,SNPS.US,1-hour,Long,390.65,390.21211,407.8413,378.16484,4.40%,4.52%,3.20%,3.09%,535.38,New,19a5f107bd74bbcf,2025-11-08 13:00:00,2025-11-10 11:00:00,2025-11-07 13:00:00,20%,SKIPPED
2025-11-07 11:16:57,AMD.US,1-hour,Long,226.19226,211.00375,247.69391,201.32886,9.51%,17.39%,10.99%,4.59%,488.34,New,19a5f1b659720045,2025-11-08 13:00:00,2025-11-10 11:00:00,2025-11-07 13:00:00,10%,SKIPPED
2025-11-07 11:35:12,ADBE.US,4-hour,Long,324.28568,299.32755,343.74043,288.33489,6.00%,14.84%,11.09%,3.67%,242.3,New,19a5f2c1edc30260,2025-11-11 7:00:00,2025-11-21 7:00:00,2025-11-07 11:00:00,45%,SKIPPED
2025-11-07 12:05:02,DXCM.US,1-hour,Long,54.92,42.43738,58.65565,40.57272,6.80%,38.22%,26.12%,4.39%,72.64,New,19a5f476ee81bfdf,2025-11-08 14:00:00,2025-11-10 12:00:00,2025-11-07 14:00:00,45%,SKIPPED
2025-11-07 12:05:02,SBUX.US,1-hour,Short,85.16,90.37899,81.5687,92.4523,4.22%,9.75%,8.56%,2.29%,101.63,New,19a5f476ee81bfdf,2025-11-08 14:00:00,2025-11-10 12:00:00,2025-11-07 14:00:00,5%,SKIPPED
2025-11-07 12:05:02,META.US,1-hour,Long,606.1,538.9584,626.92739,528.01515,3.44%,16.32%,12.88%,2.03%,607.92,New,19a5f476ee81bfdf,2025-11-08 14:00:00,2025-11-10 12:00:00,2025-11-07 14:00:00,35%,SKIPPED
2025-11-07 12:05:02,AMZN.US,1-hour,Long,238.85,215.21995,246.8913,211.07802,3.37%,14.72%,11.63%,1.92%,263.72,New,19a5f476ee81bfdf,2025-11-08 14:00:00,2025-11-10 12:00:00,2025-11-07 14:00:00,5%,SKIPPED
2025-11-07 13:05:07,ORCL.US,1-hour,Long,234.04,219.37823,245.12391,213.25029,4.74%,11.74%,8.88%,2.79%,192.09,New,19a5f7e86cfab0e0,2025-11-08 15:00:00,2025-11-10 13:00:00,2025-11-07 15:00:00,15%,SKIPPED
2025-11-07 15:05:03,XOM.US,1-hour,Short,117.37,123.35087,115.01261,124.68021,2.01%,6.76%,6.23%,1.08%,151.66,New,19a5fec32542e1ea,2025-11-08 17:00:00,2025-11-09 22:00:00,2025-11-07 17:00:00,10%,SKIPPED
2025-11-10 0:05:07,NAS100,1-hour,Short,25374.6,26385.94557,25095.90435,26595.85294,1.10%,4.89%,4.81%,0.80%,#N/A,New,19a6c2757eee1426,2025-11-12 10:00:00,2025-11-12 22:00:00,2025-11-10 2:00:00,5%,SKIPPED
2025-11-10 9:43:17,LLY.US,Daily,Short,959.67,1069.32538,844.27435,1116.15165,12.02%,21.05%,16.31%,4.38%,1078.43,New,19a6e38b93621113,2025-11-20 19:00:00,2025-12-06 19:00:00,2025-11-09 19:00:00,25%,SKIPPED
2025-11-10 13:06:27,UNP.US,1-hour,Short,224.10343,234.12384,219.29217,236.42727,2.15%,6.33%,5.50%,0.98%,271.24,New,19a6ef2af59c47ac,2025-11-13 15:00:00,2025-11-15 13:00:00,2025-11-10 15:00:00,10%,SKIPPED
2025-11-10 14:05:07,GILD.US,1-hour,Long,117.83,106.7232,120.85043,104.33518,2.56%,13.24%,11.45%,2.24%,135.26,New,19a6f28650b992dd,2025-11-13 16:00:00,2025-11-14 21:00:00,2025-11-10 16:00:00,5%,SKIPPED
2025-11-10 15:05:07,ISRG.US,1-hour,Short,571.15,593.00424,553.84348,603.84516,3.03%,6.60%,5.72%,1.83%,436.45,New,19a6f5f566a15544,2025-11-13 17:00:00,2025-11-14 22:00:00,2025-11-10 17:00:00,27%,SKIPPED
2025-11-10 15:19:37,MDT.US,1-hour,Short,92.84145,95.6036,91.11043,96.6378,1.86%,4.70%,4.09%,1.08%,77.69,New,19a6f6c9a07a83b7,2025-11-13 17:00:00,2025-11-14 22:00:00,2025-11-10 17:00:00,10%,SKIPPED
2025-11-11 9:36:08,ORCL.US,Daily,Long,234.2337,120.53531,275.12217,97.81027,17.46%,128.25%,58.24%,18.85%,192.09,New,19a7358851c8d23b,2025-11-21 19:00:00,2025-12-07 19:00:00,2025-11-10 19:00:00,5%,SKIPPED
2025-11-11 9:36:08,DXCM.US,Daily,Long,56,39.14687,65.03043,33.87468,16.13%,66.12%,39.51%,13.47%,72.64,New,19a7358851c8d23b,2025-11-21 19:00:00,2025-12-07 19:00:00,2025-11-10 19:00:00,25%,SKIPPED
2025-11-11 9:36:08,MCHP.US,4-hour,Long,55.27,45.86453,61.05,42.68148,10.46%,33.11%,22.78%,6.94%,97.33,New,19a7358851c8d23b,2025-11-17 7:00:00,2025-11-25 7:00:00,2025-11-11 11:00:00,12%,SKIPPED
2025-11-11 9:36:08,AMZN.US,Daily,Short,247.86,284.97712,229.06565,298.42596,7.58%,19.62%,20.40%,4.72%,263.72,New,19a7358851c8d23b,2025-11-21 19:00:00,2025-12-07 19:00:00,2025-11-10 19:00:00,20%,SKIPPED
2025-11-11 9:36:08,IDXX.US,Daily,Short,706.45,838.62115,654.09696,875.40673,7.41%,22.00%,23.92%,4.39%,555.4,New,19a7358851c8d23b,2025-11-21 19:00:00,2025-12-07 19:00:00,2025-11-10 19:00:00,20%,SKIPPED
2025-11-11 11:07:48,LLY.US,1-hour,Short,985.01054,1072.25428,941.32391,1098.31234,4.44%,12.21%,11.50%,2.43%,1078.43,New,19a73ac711c425f2,2025-11-12 13:00:00,2025-11-16 11:00:00,2025-11-11 13:00:00,45%,SKIPPED
2025-11-11 12:05:18,ALGN.US,1-hour,Short,142.77,154.60333,135.16174,158.07741,5.33%,12.58%,10.72%,2.25%,164.05,New,19a73e118da421c0,2025-11-12 14:00:00,2025-11-16 12:00:00,2025-11-11 14:00:00,10%,SKIPPED
2025-11-11 12:56:43,COP.US,1-hour,Short,91.32287,96.38083,87.40304,98.09296,4.29%,9.31%,7.41%,1.78%,118.45,New,19a741027eada610,2025-11-12 14:00:00,2025-11-16 12:00:00,2025-11-11 14:00:00,15%,SKIPPED
2025-11-11 13:05:03,LULU.US,1-hour,Short,170.66,183.90823,166.06913,187.23632,2.69%,9.70%,9.71%,1.81%,127.25,New,19a7417c7af653ab,2025-11-12 15:00:00,2025-11-16 13:00:00,2025-11-11 15:00:00,5%,SKIPPED
2025-11-11 13:05:03,BSX.US,1-hour,Short,102.2889,106.24476,100.02,107.53099,2.22%,5.86%,5.12%,1.21%,57.69,New,19a7417c7af653ab,2025-11-12 15:00:00,2025-11-16 13:00:00,2025-11-11 15:00:00,5%,SKIPPED
2025-11-11 14:05:03,NVDA.US,1-hour,Short,194.47109,211.19431,190.5287,216.64308,2.03%,9.79%,11.40%,2.58%,213.56,New,19a744eb76ecc911,2025-11-12 16:00:00,2025-11-15 21:00:00,2025-11-11 16:00:00,5%,SKIPPED
2025-11-11 15:05:09,JNJ.US,1-hour,Short,192.86,198.77736,188.0813,201.06822,2.48%,5.38%,4.26%,1.15%,231.19,New,19a7485bd97f4f05,2025-11-12 17:00:00,2025-11-15 22:00:00,2025-11-11 17:00:00,10%,SKIPPED
2025-11-12 9:36:03,ORLY.US,1-hour,Short,98.20375,98.96086,97.48217,100.22272,0.73%,1.49%,2.06%,1.28%,88.09,New,19a787ed08a7d3a7,2025-11-13 11:00:00,2025-11-17 9:00:00,2025-11-12 11:00:00,5%,SKIPPED
2025-11-12 10:05:03,REGN.US,1-hour,Short,685.25,716.16575,656.7513,728.23862,4.16%,8.30%,6.27%,1.69%,641.79,New,19a78995cf0c3607,2025-11-13 12:00:00,2025-11-17 10:00:00,2025-11-12 12:00:00,42%,SKIPPED
2025-11-12 10:05:03,ABBV.US,1-hour,Short,228.12,236.25856,220.0213,239.58765,3.55%,6.87%,5.03%,1.41%,213.94,New,19a78995cf0c3607,2025-11-13 12:00:00,2025-11-17 10:00:00,2025-11-12 12:00:00,12%,SKIPPED
2025-11-12 11:05:03,ADI.US,1-hour,Short,240.67663,255.46649,230.83391,260.16659,4.09%,9.64%,8.10%,1.84%,415.08,New,19a78d04ccd864b6,2025-11-13 13:00:00,2025-11-17 11:00:00,2025-11-12 13:00:00,10%,SKIPPED
2025-11-12 11:05:03,DHR.US,1-hour,Short,218.05,229.98886,211.9213,233.25577,2.81%,7.86%,6.97%,1.42%,172,New,19a78d04ccd864b6,2025-11-13 13:00:00,2025-11-17 11:00:00,2025-11-12 13:00:00,10%,SKIPPED
2025-11-12 12:05:03,DXCM.US,1-hour,Short,58.66014,62.76887,56.14739,64.35761,4.28%,10.55%,9.71%,2.53%,72.64,New,19a79073560218dd,2025-11-13 14:00:00,2025-11-17 12:00:00,2025-11-12 14:00:00,5%,SKIPPED
2025-11-12 12:05:03,SYK.US,1-hour,Short,369.2,387.92338,357.57,393.31443,3.15%,7.82%,6.53%,1.39%,311.44,New,19a79073560218dd,2025-11-13 14:00:00,2025-11-17 12:00:00,2025-11-12 14:00:00,10%,SKIPPED
2025-11-12 13:00:28,REGN.US,Daily,Short,683.03,785.44424,610.13391,826.19183,10.67%,22.32%,20.96%,5.19%,641.79,New,19a7939f16a275c7,2025-11-20 19:00:00,2025-12-08 19:00:00,2025-11-11 19:00:00,15%,SKIPPED
2025-11-13 9:36:07,CSCO.US,1-hour,Short,77.75,78.36155,72.09261,79.78231,7.28%,8.00%,2.61%,1.81%,118.06,New,19a7da533b51a914,2025-11-14 11:00:00,2025-11-16 9:00:00,2025-11-13 11:00:00,80%,SKIPPED
2025-11-13 9:36:07,ADBE.US,1-hour,Short,334.96,336.73657,331.4587,340.8465,1.05%,1.57%,1.76%,1.22%,242.3,New,19a7da533b51a914,2025-11-14 11:00:00,2025-11-16 9:00:00,2025-11-13 11:00:00,5%,SKIPPED
2025-11-13 11:05:07,PANW.US,1-hour,Long,205.65,192.26108,214.02522,188.72721,4.07%,11.32%,8.23%,1.84%,258.35,New,19a7df6b2e56e893,2025-11-14 13:00:00,2025-11-16 11:00:00,2025-11-13 13:00:00,15%,SKIPPED
2025-11-13 11:13:16,ORCL.US,1-hour,Long,219.57711,200.22983,233.29348,193.4272,6.25%,16.51%,11.91%,3.40%,192.09,New,19a7dfe28c3952f6,2025-11-14 13:00:00,2025-11-16 11:00:00,2025-11-13 13:00:00,20%,SKIPPED
2025-11-13 13:05:02,BIIB.US,1-hour,Short,166.25,176.79184,159.33304,180.80707,4.16%,9.88%,8.76%,2.27%,194.36,New,19a7e6479ab79331,2025-11-14 15:00:00,2025-11-16 13:00:00,2025-11-13 15:00:00,34%,SKIPPED
2025-11-13 13:05:02,AMZN.US,1-hour,Long,238.48,227.53956,246.12174,224.07381,3.20%,8.17%,6.04%,1.52%,263.72,New,19a7e6479ab79331,2025-11-14 15:00:00,2025-11-16 13:00:00,2025-11-13 15:00:00,10%,SKIPPED
2025-11-13 13:05:02,META.US,1-hour,Long,606.6,578.2853,620.19435,568.96036,2.24%,7.25%,6.21%,1.61%,607.92,New,19a7e6479ab79331,2025-11-14 15:00:00,2025-11-16 13:00:00,2025-11-13 15:00:00,5%,SKIPPED
2025-11-13 13:05:02,NAS100,1-hour,Long,25054.2,24669.74747,25472.42609,24493.42675,1.67%,3.25%,2.24%,0.71%,#N/A,New,19a7e6479ab79331,2025-11-13 22:00:00,2025-11-14 10:00:00,2025-11-13 15:00:00,10%,SKIPPED
2025-11-13 14:05:07,LRCX.US,1-hour,Long,152.54494,139.84611,160.07087,135.99485,4.93%,14.46%,10.85%,2.75%,315.08,New,19a7e9b7b3d3e264,2025-11-14 16:00:00,2025-11-15 21:00:00,2025-11-13 16:00:00,10%,SKIPPED
2025-11-13 14:05:07,GOOGL.US,1-hour,Long,278.18,263.6718,286.25348,259.24343,2.90%,8.56%,6.81%,1.68%,386.56,New,19a7e9b7b3d3e264,2025-11-14 16:00:00,2025-11-15 21:00:00,2025-11-13 16:00:00,5%,SKIPPED
2025-11-13 14:05:07,GOOG.US,1-hour,Long,278.79,263.77413,286.83217,259.39323,2.88%,8.74%,6.96%,1.66%,382.55,New,19a7e9b7b3d3e264,2025-11-14 16:00:00,2025-11-15 21:00:00,2025-11-13 16:00:00,5%,SKIPPED
2025-11-13 15:05:07,CRWD.US,1-hour,Long,526.75,467.942,546.84217,457.41461,3.81%,16.86%,13.16%,2.25%,673.96,New,19a7ed269eb16a36,2025-11-14 17:00:00,2025-11-15 22:00:00,2025-11-13 17:00:00,5%,SKIPPED
2025-11-14 5:05:02,NAS100,4-hour,Long,24855.4,23533.95875,25450.93478,23257.5439,2.40%,8.15%,6.43%,1.17%,#N/A,New,19a81d3615855e01,2025-11-15 11:00:00,2025-11-17 11:00:00,2025-11-14 7:00:00,5%,SKIPPED
2025-11-14 9:36:07,META.US,4-hour,Long,597,587.08166,636.45217,556.51136,6.61%,8.41%,6.78%,5.21%,607.92,New,19a82cb8e6dbb480,2025-11-18 7:00:00,2025-11-28 7:00:00,2025-11-14 11:00:00,30%,SKIPPED
2025-11-14 9:36:07,BSX.US,1-hour,Short,104.05427,104.86148,103.51913,106.20683,0.51%,1.28%,2.07%,1.28%,57.69,New,19a82cb8e6dbb480,2025-11-15 11:00:00,2025-11-17 9:00:00,2025-11-14 11:00:00,5%,SKIPPED
2025-11-14 11:11:22,MRK.US,4-hour,Short,94.16848,101.19511,86.87348,104.5894,7.75%,14.15%,11.07%,3.35%,120.9,New,19a8322c2dc305fa,2025-11-18 7:00:00,2025-11-28 7:00:00,2025-11-14 11:00:00,22%,SKIPPED
2025-11-14 15:45:17,ODFL.US,1-hour,Long,131.52551,120.06172,137.03304,117.23751,4.19%,14.14%,10.86%,2.35%,214.99,New,19a841d890d25003,2025-11-15 17:00:00,2025-11-16 22:00:00,2025-11-14 17:00:00,50%,SKIPPED
2025-11-14 15:50:52,LOW.US,1-hour,Long,226.86098,216.99798,232.85043,213.93589,2.64%,7.31%,5.70%,1.41%,212.06,New,19a8422ad8272abc,2025-11-15 17:00:00,2025-11-16 22:00:00,2025-11-14 17:00:00,35%,SKIPPED
2025-11-14 15:50:52,HD.US,1-hour,Long,361.64654,347.65045,369.17652,343.3925,2.08%,6.19%,5.05%,1.22%,309.75,New,19a8422ad8272abc,2025-11-15 17:00:00,2025-11-16 22:00:00,2025-11-14 17:00:00,20%,SKIPPED
2025-11-17 9:36:03,MCHP.US,Daily,Long,52.86,37.22015,61.26696,32.66967,15.90%,64.61%,38.20%,12.23%,97.33,New,19a923ea1c3a3f3a,2025-11-27 19:00:00,2025-12-13 19:00:00,2025-11-16 19:00:00,5%,SKIPPED
2025-11-17 9:36:03,ORCL.US,4-hour,Long,217.23,204.94606,240.98435,191.04023,10.94%,17.58%,12.06%,6.79%,192.09,New,19a923ea1c3a3f3a,2025-11-23 7:00:00,2025-12-01 7:00:00,2025-11-17 11:00:00,10%,SKIPPED
2025-11-17 9:36:03,CSCO.US,4-hour,Short,77.57,83.94719,73.2987,86.28129,5.51%,12.68%,11.23%,2.78%,118.06,New,19a923ea1c3a3f3a,2025-11-23 7:00:00,2025-12-01 7:00:00,2025-11-17 11:00:00,24%,SKIPPED
2025-11-17 9:36:03,ABBV.US,4-hour,Short,234.68369,257.81613,222.30913,265.69572,5.27%,13.77%,13.21%,3.06%,213.94,New,19a923ea1c3a3f3a,2025-11-23 7:00:00,2025-12-01 7:00:00,2025-11-17 11:00:00,5%,SKIPPED
2025-11-17 11:06:53,ISRG.US,1-hour,Long,549,523.30896,564.23261,514.64972,2.77%,7.82%,6.26%,1.65%,436.45,New,19a9291c32feba00,2025-11-20 13:00:00,2025-11-22 11:00:00,2025-11-17 13:00:00,5%,SKIPPED
2025-11-17 11:19:13,NXPI.US,1-hour,Long,191.33995,180.55316,200.4513,176.72223,4.76%,11.02%,7.64%,2.12%,327.75,New,19a929d0b01f7005,2025-11-20 13:00:00,2025-11-22 11:00:00,2025-11-17 13:00:00,51%,SKIPPED
2025-11-17 13:05:03,SWKS.US,4-hour,Long,65.64,62.11499,70.75565,56.47498,7.79%,13.91%,13.96%,9.08%,81.81,New,19a92fdf19d12a6c,2025-11-22 19:00:00,2025-11-30 19:00:00,2025-11-17 15:00:00,20%,SKIPPED
2025-11-17 13:05:03,ALGN.US,1-hour,Long,134.2,123.47989,138.70304,120.55829,3.36%,12.33%,10.17%,2.37%,164.05,New,19a92fdf19d12a6c,2025-11-20 15:00:00,2025-11-22 13:00:00,2025-11-17 15:00:00,5%,SKIPPED
2025-11-17 13:05:03,IDXX.US,1-hour,Long,681.07,645.32628,698.72435,633.44587,2.59%,8.27%,6.99%,1.84%,555.4,New,19a92fdf19d12a6c,2025-11-20 15:00:00,2025-11-22 13:00:00,2025-11-17 15:00:00,5%,SKIPPED
2025-11-17 13:18:28,REGN.US,4-hour,Short,707.95802,799.73021,661.86913,824.87228,6.51%,17.24%,16.51%,3.14%,641.79,New,19a930a37bced3a0,2025-11-22 19:00:00,2025-11-30 19:00:00,2025-11-17 15:00:00,10%,SKIPPED
2025-11-17 13:28:13,SWKS.US,1-hour,Long,65.17855,60.15244,67.89565,58.72773,4.17%,12.87%,9.90%,2.37%,81.81,New,19a9313234c766fb,2025-11-20 15:00:00,2025-11-22 13:00:00,2025-11-17 15:00:00,30%,SKIPPED
2025-11-17 14:05:03,TXN.US,1-hour,Long,156.05527,148.63786,160.80783,145.99687,3.05%,8.19%,6.45%,1.78%,322.31,New,19a9334dc90af174,2025-11-20 16:00:00,2025-11-21 21:00:00,2025-11-17 16:00:00,45%,SKIPPED
2025-11-17 15:05:18,MCHP.US,1-hour,Long,51.26751,46.82092,54.00652,45.44628,5.34%,15.35%,11.35%,2.94%,97.33,New,19a936c0ccd94889,2025-11-20 17:00:00,2025-11-21 22:00:00,2025-11-17 17:00:00,45%,SKIPPED
2025-11-17 15:05:18,BKNG.US,1-hour,Long,4826.57,4589.07894,5069.56652,4478.8132,5.03%,10.47%,7.21%,2.40%,164.23,New,19a936c0ccd94889,2025-11-20 17:00:00,2025-11-21 22:00:00,2025-11-17 17:00:00,40%,SKIPPED
2025-11-17 15:39:28,CSX.US,1-hour,Long,33.94581,33.21867,34.91826,32.88215,2.86%,5.12%,3.13%,1.01%,46.33,New,19a938b50ae01a23,2025-11-20 17:00:00,2025-11-21 22:00:00,2025-11-17 17:00:00,33%,SKIPPED
2025-11-18 9:40:08,ABT.US,4-hour,Short,131.54279,141.25719,126.6713,143.86037,3.70%,10.33%,9.36%,1.84%,86.63,New,19a9768b2ef4c922,2025-11-24 7:00:00,2025-12-02 7:00:00,2025-11-18 11:00:00,5%,SKIPPED
2025-11-18 10:04:33,AMZN.US,1-hour,Long,225.27704,222.49686,236.44652,217.86324,4.96%,6.27%,3.29%,2.08%,263.72,New,19a977f13f827d2f,2025-11-19 11:00:00,2025-11-23 9:00:00,2025-11-18 11:00:00,10%,SKIPPED
2025-11-18 11:05:04,ANET.US,Daily,Long,122.33756,79.85367,145.3,68.58866,18.77%,81.96%,43.93%,14.11%,159.34,New,19a97b686c8f3254,2025-11-28 19:00:00,2025-12-14 19:00:00,2025-11-17 19:00:00,10%,SKIPPED
2025-11-18 11:05:04,BSX.US,1-hour,Long,100.02,95.98939,103.25522,94.42817,3.23%,7.57%,5.59%,1.63%,57.69,New,19a97b686c8f3254,2025-11-19 13:00:00,2025-11-23 11:00:00,2025-11-18 13:00:00,5%,SKIPPED
2025-11-18 11:48:18,MDT.US,1-hour,Short,101.3335,103.7782,96.63174,105.36949,4.64%,6.89%,3.98%,1.53%,77.69,New,19a97de0a98701a1,2025-11-19 13:00:00,2025-11-23 11:00:00,2025-11-18 13:00:00,47%,SKIPPED
2025-11-18 13:34:53,JNJ.US,1-hour,Short,199.74536,205.87797,197.2587,207.743,1.24%,4.19%,4.00%,0.91%,231.19,New,19a983fa0e9a880f,2025-11-19 15:00:00,2025-11-23 13:00:00,2025-11-18 15:00:00,15%,SKIPPED
2025-11-18 15:05:03,MRVL.US,1-hour,Long,79.18,69.99706,84.35304,66.85491,6.53%,20.51%,15.57%,4.49%,201.81,New,19a98922b692f6df,2025-11-19 17:00:00,2025-11-22 22:00:00,2025-11-18 17:00:00,5%,SKIPPED
2025-11-18 15:47:48,HD.US,4-hour,Long,337.16775,323.23015,369.36696,313.12788,9.55%,14.27%,7.13%,3.13%,309.75,New,19a98b94f1c9b03f,2025-11-23 19:00:00,2025-12-01 19:00:00,2025-11-18 15:00:00,44%,SKIPPED
2025-11-19 9:36:15,HD.US,Daily,Long,338.49,313.445,376.12565,299.08906,11.12%,20.00%,11.64%,4.58%,309.75,New,19a9c8b8137bcf16,2025-11-27 19:00:00,2025-12-15 19:00:00,2025-11-18 19:00:00,17%,SKIPPED
2025-11-19 9:36:15,CRM.US,1-hour,Long,230.55635,222.25252,238.25,217.78582,3.34%,7.20%,5.54%,2.01%,181.53,New,19a9c8b8137bcf16,2025-11-20 11:00:00,2025-11-24 9:00:00,2025-11-19 11:00:00,15%,SKIPPED
2025-11-19 9:43:40,ANET.US,1-hour,Long,122.45262,113.95128,128.62087,110.00726,5.04%,12.87%,10.16%,3.46%,159.34,New,19a9c924923be545,2025-11-20 11:00:00,2025-11-24 9:00:00,2025-11-19 11:00:00,15%,SKIPPED
2025-11-19 9:59:05,AMZN.US,4-hour,Long,219.49,195.11763,242.13609,185.80215,10.32%,24.10%,15.35%,4.77%,263.72,New,19a9ca0666813766,2025-11-25 7:00:00,2025-12-03 7:00:00,2025-11-19 11:00:00,5%,SKIPPED
2025-11-19 12:05:05,MU.US,1-hour,Long,222.66,187.44286,240.67522,176.59079,8.09%,28.40%,20.69%,5.79%,877.87,New,19a9d13c4e25989d,2025-11-20 14:00:00,2025-11-24 12:00:00,2025-11-19 14:00:00,10%,SKIPPED
2025-11-19 12:05:05,AMD.US,1-hour,Long,226.49774,189.36546,239.0813,180.77919,5.56%,26.25%,20.18%,4.53%,488.34,New,19a9d13c4e25989d,2025-11-20 14:00:00,2025-11-24 12:00:00,2025-11-19 14:00:00,5%,SKIPPED
2025-11-19 12:05:05,LIN.US,1-hour,Long,411.57,395.37801,418.8087,390.93119,1.76%,5.93%,5.01%,1.12%,514.92,New,19a9d13c4e25989d,2025-11-20 14:00:00,2025-11-24 12:00:00,2025-11-19 14:00:00,10%,SKIPPED
2025-11-19 13:34:50,NXPI.US,1-hour,Long,188.41,186.47464,191.99783,183.04409,1.90%,2.96%,2.85%,1.84%,327.75,New,19a9d65ef786a3a3,2025-11-20 15:00:00,2025-11-24 13:00:00,2025-11-19 15:00:00,10%,SKIPPED
2025-11-19 15:03:55,SNPS.US,Daily,Long,385.99,289.25459,426.5687,258.80635,10.51%,47.47%,32.95%,10.53%,535.38,New,19a9db77c29261c3,2025-11-27 19:00:00,2025-12-15 19:00:00,2025-11-18 19:00:00,5%,SKIPPED
2025-11-19 15:03:55,ISRG.US,Daily,Short,563.8,579.67237,537.07304,613.05152,4.74%,7.35%,8.74%,5.76%,436.45,New,19a9db77c29261c3,2025-11-27 19:00:00,2025-12-15 19:00:00,2025-11-18 19:00:00,5%,SKIPPED
2025-11-20 0:05:05,NAS100,1-hour,Short,25114.6,25937.30843,24740.94348,26166.3937,1.49%,4.61%,4.19%,0.88%,#N/A,New,19a9fa6edbec7432,2025-11-20 10:00:00,2025-11-20 22:00:00,2025-11-20 2:00:00,10%,SKIPPED
2025-11-20 10:08:05,ABT.US,1-hour,Long,123.89589,120.37933,129.52087,118.11547,4.54%,7.59%,4.67%,1.88%,86.63,New,19aa1cf0399dbea9,2025-11-21 12:00:00,2025-11-23 10:00:00,2025-11-20 12:00:00,10%,SKIPPED
